場次,部門,耳號,年期,胎次,生幾頭,死幾頭,活幾頭,活著的平均重,母品種,公品種,母出生到配種成功,公出生到配種成功,初配種到成功,配種成功到分娩,分娩到斷乳
66,61,0000001,1,8,10,0,10,9.7,LYL,,1431.0,,0.0,121.0,25.0
66,61,0000001,1,9,9,0,9,5.9,LYL,,1582.0,,0.0,119.0,21.0
66,61,0000003,5,1,8,8,0,,LY,,273.0,,0.0,120.0,21.0
66,61,0000022,3,6,9,0,9,9.6,LY,,991.0,,0.0,117.0,22.0
66,61,0000022,3,7,7,3,4,7.0,LY,,1136.0,,0.0,119.0,27.0
66,61,0000022,3,8,9,3,6,6.5,LY,,1287.0,,0.0,118.0,22.0
66,61,0000000,0,11,8,0,8,9.0,,,,,0.0,120.0,24.0
66,61,0000000,0,12,8,0,8,6.5,,,,,0.0,118.0,22.0
66,61,0000033,2,6,10,10,0,,LY,,1050.0,,0.0,117.0,23.0
66,61,0000033,2,7,6,0,6,7.0,LY,,1196.0,,0.0,117.0,24.0
66,61,0000033,2,8,8,0,8,7.9,LY,,1343.0,,0.0,121.0,22.0
66,61,0000041,2,6,10,7,3,9.3,LY,,1097.0,,0.0,120.0,22.0
66,61,0000041,2,7,9,5,4,9.6,LY,,1289.0,,23.0,112.0,27.0
66,61,0000053,2,6,9,0,9,8.100000000000001,LY,,1021.0,,0.0,116.0,25.0
66,61,0000053,2,7,10,0,10,6.3,LY,,1168.0,,0.0,115.0,31.0
66,61,0000053,2,8,8,4,4,9.2,LY,,1324.0,,0.0,117.0,29.0
66,61,0000065,2,6,10,10,0,,LY,,997.0,,0.0,118.0,22.0
66,61,0000065,2,7,9,0,9,6.300000000000002,LY,,1142.0,,0.0,121.0,23.0
66,61,0000065,2,8,9,5,4,6.5,LY,,1292.0,,0.0,119.0,24.0
66,61,0000076,0,11,8,0,8,5.7,LYL,,1859.0,,0.0,120.0,23.0
66,61,0000000,3,6,9,0,9,9.0,,,,,0.0,117.0,22.0
66,61,0000000,3,7,9,0,9,5.9,,,,,0.0,118.0,21.0
66,61,0000000,3,8,10,4,6,9.2,,,,,0.0,115.0,32.0
66,61,0000007,2,6,9,0,9,9.0,,,,,0.0,119.0,20.0
66,61,0000007,2,7,8,0,8,7.0,,,,,0.0,120.0,22.0
66,61,0000007,2,8,9,5,4,7.0,,,,,0.0,117.0,26.0
66,61,0000009,2,6,10,0,10,9.6,,,,,0.0,120.0,24.0
66,61,0000119,2,5,10,0,10,8.1,LY,,1023.0,,0.0,116.0,27.0
66,61,0000119,2,6,10,0,10,6.3,LY,,1172.0,,0.0,118.0,23.0
66,61,0000119,2,7,9,7,2,9.2,LY,,1320.0,,0.0,116.0,31.0
66,61,0000125,5,1,9,0,9,6.300000000000002,LY,,252.0,,0.0,119.0,23.0
66,61,0000133,2,6,10,10,0,,LY,,1005.0,,0.0,116.0,25.0
66,61,0000133,2,7,9,0,9,7.0,LY,,1152.0,,0.0,119.0,29.0
66,61,0000133,2,8,9,0,9,9.2,LY,,1331.0,,27.0,116.0,25.0
66,61,0000155,2,6,9,0,9,8.100000000000001,LY,,1021.0,,0.0,118.0,24.0
66,61,0000155,2,7,8,0,8,5.7,LY,,1169.0,,0.0,116.0,20.0
66,61,0000155,2,8,9,0,9,7.0,LY,,1312.0,,0.0,118.0,24.0
66,61,0000169,2,6,8,0,8,9.3,LY,,1108.0,,0.0,121.0,25.0
66,61,0000169,2,7,10,3,7,8.9,LY,,1260.0,,0.0,117.0,26.0
66,61,0000171,2,6,10,1,9,9.3,LY,,1082.0,,0.0,121.0,22.0
66,61,0000173,2,6,11,0,11,7.0,LY,,1021.0,,0.0,115.0,26.0
66,61,0000173,2,7,10,0,10,6.5,LY,,1168.0,,0.0,117.0,24.0
66,61,0000173,2,8,9,0,9,9.2,LY,,1316.0,,0.0,115.0,32.0
66,61,0000224,3,6,7,0,7,9.3,LY,,1048.0,,0.0,122.0,22.0
66,61,0000224,3,7,8,3,5,9.5,LY,,1197.0,,0.0,118.0,26.0
66,61,0000231,2,7,10,0,10,5.5,LY,,1148.0,,0.0,120.0,22.0
66,61,0000231,2,8,9,5,4,6.1,LY,,1295.0,,0.0,120.0,22.0
66,61,0000232,3,6,7,0,7,9.6,LY,,1016.0,,0.0,120.0,21.0
66,61,0000232,3,7,7,0,7,7.0,LY,,1163.0,,0.0,118.0,28.0
66,61,0000232,3,8,8,0,8,6.7,LY,,1315.0,,0.0,116.0,25.0
66,61,0000254,3,6,9,0,9,9.0,LY,,1019.0,,0.0,116.0,28.0
66,61,0000254,3,7,8,3,5,7.0,LY,,1169.0,,0.0,118.0,28.0
66,61,0000254,3,8,10,4,6,6.3,LY,,1321.0,,0.0,117.0,24.0
66,61,0000263,2,6,9,0,9,8.100000000000001,LY,,1007.0,,0.0,118.0,22.0
66,61,0000263,2,7,9,0,9,6.300000000000002,LY,,1153.0,,0.0,120.0,23.0
66,61,0000263,2,8,9,6,3,6.5,LY,,1301.0,,0.0,120.0,24.0
66,61,0000267,2,7,8,6,2,8.0,LY,,1145.0,,0.0,118.0,28.0
66,61,0000267,2,8,8,0,8,8.0,LY,,1296.0,,0.0,116.0,29.0
66,61,0000277,2,7,8,5,3,8.0,LY,,1145.0,,0.0,118.0,28.0
66,61,0000277,2,8,9,3,6,8.0,LY,,1296.0,,0.0,116.0,29.0
66,61,0000283,2,6,10,0,10,9.3,LY,,1104.0,,0.0,119.0,21.0
66,61,0000283,2,7,10,0,10,7.0,LY,,1250.0,,0.0,119.0,26.0
66,61,0000299,2,6,10,3,7,9.6,YL,,1060.0,,0.0,117.0,20.0
66,61,0000299,2,7,10,5,5,5.34,YL,,1204.0,,0.0,120.0,22.0
66,61,0000299,2,8,10,4,6,6.3,YL,,1354.0,,0.0,118.0,24.0
66,61,0000005,2,6,7,0,7,9.6,,,,,0.0,118.0,24.0
66,61,0000005,2,7,11,0,11,7.0,,,,,0.0,117.0,29.0
66,61,0000007,2,6,0,0,0,,,,,,0.0,105.0,0.0
66,61,0000007,2,7,9,0,9,5.9,,,,,0.0,120.0,22.0
66,61,0000007,2,8,9,3,6,7.899999999999999,,,,,42.0,119.0,25.0
66,61,0000009,2,7,9,3,6,9.7,,,,,0.0,117.0,30.0
66,61,0000009,2,8,8,4,4,8.0,,,,,0.0,115.0,28.0
66,61,0003111,2,6,9,0,9,9.7,LY,,1000.0,,0.0,118.0,23.0
66,61,0003111,2,7,11,0,11,5.3,LY,,1147.0,,0.0,120.0,23.0
66,61,0003111,2,8,9,0,9,6.1,LY,,1295.0,,0.0,120.0,22.0
66,61,0000337,2,6,11,4,7,9.6,LY,,1074.0,,0.0,117.0,23.0
66,61,0000337,2,7,9,0,9,6.655555555555555,LY,,1219.0,,0.0,117.0,25.0
66,61,0000351,2,6,10,10,0,,LY,,1005.0,,0.0,120.0,22.0
66,61,0000351,2,7,12,0,12,8.0,LY,,1152.0,,0.0,119.0,27.0
66,61,0000351,2,8,9,4,5,8.0,LY,,1303.0,,0.0,116.0,29.0
66,61,0000371,2,6,9,0,9,9.6,LY,,1058.0,,0.0,121.0,18.0
66,61,0000371,2,7,10,4,6,5.5,LY,,1202.0,,0.0,121.0,21.0
66,61,0000371,2,8,9,0,9,6.300000000000002,LY,,1351.0,,0.0,119.0,24.0
66,61,0000396,3,8,9,6,3,9.6,LY,,1307.0,,0.0,115.0,13.0
66,61,0000451,2,6,9,0,9,9.0,LY,,1044.0,,0.0,118.0,20.0
66,61,0000451,2,7,10,0,10,6.73,LY,,1187.0,,0.0,117.0,21.0
66,61,0000451,2,8,10,5,5,7.0,LY,,1331.0,,0.0,116.0,25.0
66,61,0000498,1,11,8,0,8,9.3,LY,,1768.0,,0.0,122.0,20.0
66,61,0000498,1,12,10,5,5,6.3,LY,,1915.0,,0.0,121.0,24.0
66,61,0000524,3,6,9,4,5,9.0,YL,,996.0,,0.0,117.0,24.0
66,61,0000524,3,7,11,0,11,6.1,YL,,1143.0,,0.0,117.0,22.0
66,61,0000524,3,8,9,5,4,9.2,YL,,1288.0,,0.0,116.0,27.0
66,61,0000538,3,6,10,0,10,9.3,LY,,1046.0,,0.0,119.0,23.0
66,61,0000538,3,7,9,2,7,9.5,LY,,1193.0,,0.0,116.0,28.0
66,61,0000629,3,6,8,3,5,9.6,LY,,1036.0,,0.0,124.0,19.0
66,61,0000629,3,7,8,0,8,6.7,LY,,1184.0,,0.0,121.0,26.0
66,61,0000659,2,6,10,10,0,,LY,,991.0,,0.0,117.0,25.0
66,61,0000659,2,7,11,6,5,7.0,LY,,1138.0,,0.0,116.0,29.0
66,61,0000659,2,8,9,0,9,9.6,LY,,1289.0,,0.0,115.0,30.0
66,61,0000672,3,6,8,0,8,9.3,LY,,1063.0,,0.0,118.0,28.0
66,61,0000672,3,7,10,5,5,8.9,LY,,1219.0,,0.0,117.0,29.0
66,61,0000007,3,6,9,9,0,,,,,,0.0,117.0,23.0
66,61,0000007,3,7,12,3,9,6.933333333333334,,,,,0.0,118.0,26.0
66,61,0000007,3,8,9,6,3,6.7,,,,,0.0,116.0,23.0
66,61,0000755,3,6,9,0,9,9.3,LY,,1075.0,,0.0,115.0,26.0
66,61,0000768,3,6,10,0,10,9.7,YL,,987.0,,0.0,118.0,24.0
66,61,0000768,3,7,10,0,10,5.7,YL,,1134.0,,0.0,117.0,23.0
66,61,0000768,3,8,9,4,5,9.2,YL,,1279.0,,0.0,115.0,29.0
66,61,0000771,2,6,10,5,5,9.0,LY,,1036.0,,0.0,117.0,23.0
66,61,0000771,2,7,9,5,4,7.0,LY,,1192.0,,0.0,118.0,27.0
66,61,0000771,2,8,10,7,3,9.6,LY,,1342.0,,0.0,115.0,27.0
66,61,0000778,3,6,10,0,10,9.0,YL,,994.0,,0.0,117.0,25.0
66,61,0000778,3,7,11,0,11,6.1,YL,,1141.0,,0.0,118.0,22.0
66,61,0000778,3,8,10,5,5,9.2,YL,,1287.0,,0.0,114.0,29.0
66,61,0000836,0,11,9,0,9,9.6,LY,,1848.0,,0.0,121.0,18.0
66,61,0000836,0,12,10,0,10,5.3,LY,,1995.0,,0.0,121.0,23.0
66,61,0000844,3,6,7,0,7,9.0,LY,,992.0,,0.0,120.0,24.0
66,61,0000844,3,7,8,2,6,6.7,LY,,1153.0,,0.0,117.0,25.0
66,61,0000844,3,8,9,6,3,9.6,LY,,1300.0,,0.0,116.0,28.0
66,61,0000893,2,6,9,4,5,7.3,LY,,1052.0,,0.0,116.0,24.0
66,61,0000001,3,6,11,3,8,9.3,,,,,0.0,123.0,21.0
66,61,0000001,3,7,9,0,9,6.699999999999998,,,,,0.0,117.0,25.0
66,61,0000912,0,11,8,3,5,9.6,LY,,1848.0,,0.0,121.0,18.0
66,61,0000912,0,12,9,2,7,5.7,LY,,1993.0,,0.0,121.0,22.0
66,61,0000944,1,9,6,0,6,9.6,LY,,1487.0,,0.0,124.0,22.0
66,61,0000944,1,10,8,3,5,7.0,LY,,1640.0,,0.0,120.0,24.0
66,61,0000972,3,6,10,0,10,9.7,LY,,1050.0,,0.0,117.0,26.0
66,61,0000972,3,7,11,5,6,8.9,LY,,1199.0,,0.0,114.0,29.0
66,61,0000002,0,12,8,0,8,9.3,,,,,0.0,121.0,23.0
66,61,0000067,3,6,10,2,8,9.6,,,,,0.0,121.0,22.0
66,61,0000067,3,7,9,2,7,6.3,,,,,32.0,119.0,23.0
66,61,0000012,0,11,7,0,7,9.7,,,,,0.0,118.0,25.0
66,61,0001181,3,5,10,5,5,9.7,YL,,961.0,,0.0,117.0,22.0
66,61,0001181,3,6,10,0,10,5.7,YL,,1107.0,,0.0,122.0,23.0
66,61,0001181,3,7,10,0,10,6.5,YL,,1262.0,,0.0,119.0,22.0
66,61,0001239,3,6,8,3,5,9.3,YL,,1067.0,,24.0,122.0,
66,61,0000012,0,11,7,0,7,9.6,,,,,0.0,121.0,18.0
66,61,0000012,0,12,9,0,9,5.699999999999998,,,,,0.0,121.0,23.0
66,61,0000013,0,11,9,0,9,8.100000000000001,,,,,0.0,118.0,26.0
66,61,0000013,0,12,10,0,10,5.9,,,,,0.0,119.0,22.0
66,61,0001313,3,6,10,0,10,6.5,YL,,1113.0,,0.0,120.0,27.0
66,61,0001313,3,7,10,0,10,9.2,YL,,1266.0,,0.0,114.0,29.0
66,61,0001316,1,10,7,0,7,9.0,LY,,1620.0,,0.0,119.0,24.0
66,61,0001316,1,11,9,0,9,6.300000000000002,LY,,1768.0,,0.0,117.0,23.0
66,61,0000013,3,6,8,0,8,9.3,,,,,53.0,120.0,20.0
66,61,0000013,3,7,10,0,10,6.7,,,,,0.0,120.0,26.0
66,61,0001378,3,6,10,0,10,9.3,YL,,1040.0,,0.0,119.0,23.0
66,61,0001378,3,7,9,4,5,6.5,YL,,1186.0,,0.0,121.0,22.0
66,61,0001414,3,6,9,0,9,9.6,LY,,1010.0,,0.0,121.0,23.0
66,61,0001414,3,7,10,0,10,9.5,LY,,1160.0,,0.0,118.0,27.0
66,61,0001422,3,6,8,0,8,9.6,YL,,1012.0,,0.0,119.0,25.0
66,61,0001422,3,7,9,6,3,9.5,YL,,1162.0,,0.0,116.0,30.0
66,61,0001434,0,12,9,0,9,9.3,LY,,1896.0,,0.0,119.0,21.0
66,61,0001466,0,12,8,4,4,9.7,LY,,1939.0,,0.0,118.0,30.0
66,61,0001554,3,6,9,0,9,9.3,LY,,1021.0,,0.0,120.0,24.0
66,61,0001554,3,7,9,0,9,9.5,LY,,1170.0,,0.0,116.0,28.0
66,61,0001569,3,6,7,0,7,9.6,YL,,1021.0,,0.0,120.0,20.0
66,61,0001569,3,7,9,0,9,5.5,YL,,1168.0,,0.0,120.0,24.0
66,61,0001582,3,6,8,3,5,9.6,YL,,1006.0,,0.0,116.0,25.0
66,61,0001582,3,7,10,0,10,7.6400000000000015,YL,,1153.0,,0.0,117.0,26.0
66,61,0001582,3,8,10,4,6,6.1000000000000005,YL,,1301.0,,0.0,117.0,23.0
66,61,0000012,3,6,10,0,10,9.3,,,,,0.0,118.0,23.0
66,61,0000012,3,7,10,0,10,9.5,,,,,0.0,117.0,27.0
66,61,0001631,3,5,9,5,4,8.1,LY,,963.0,,0.0,117.0,24.0
66,61,0001631,3,6,10,0,10,5.9,LY,,1109.0,,0.0,120.0,22.0
66,61,0001631,3,7,10,0,10,6.3,LY,,1257.0,,0.0,120.0,23.0
66,61,0001641,3,6,8,0,8,9.0,YL,,1009.0,,0.0,119.0,18.0
66,61,0001641,3,7,8,8,0,,YL,,1151.0,,0.0,119.0,20.0
66,61,0001641,3,8,9,5,4,7.9,YL,,1301.0,,0.0,118.0,25.0
66,61,0001677,3,6,10,0,10,9.0,LY,,992.0,,0.0,119.0,
66,61,0001737,0,12,8,0,8,5.7,LY,,1945.0,,0.0,120.0,22.0
66,61,0001743,3,6,9,4,5,9.0,LY,,1015.0,,0.0,118.0,24.0
66,61,0001743,3,7,8,0,8,7.0,LY,,1162.0,,0.0,114.0,33.0
66,61,0001743,3,8,9,0,9,6.300000000000002,LY,,1319.0,,0.0,116.0,23.0
66,61,0000017,3,7,10,5,5,9.6,,,,,0.0,114.0,25.0
66,61,0001842,3,6,10,7,3,9.3,LY,,1024.0,,0.0,118.0,26.0
66,61,0001849,3,6,10,0,10,9.6,LY,,1018.0,,0.0,117.0,24.0
66,61,0001849,3,7,9,0,9,7.0,LY,,1165.0,,0.0,117.0,28.0
66,61,0001849,3,8,10,8,2,6.300000000000002,LY,,1316.0,,0.0,116.0,25.0
66,61,0001861,3,6,9,0,9,9.3,LY,,1050.0,,0.0,121.0,19.0
66,61,0001861,3,7,9,1,8,6.7375,LY,,1204.0,,0.0,119.0,24.0
66,61,0001893,3,5,8,0,8,9.0,LY,,996.0,,0.0,119.0,23.0
66,61,0001893,3,6,10,0,10,6.3,LY,,1144.0,,0.0,117.0,21.0
66,61,0001893,3,7,9,6,3,9.6,LY,,1298.0,,0.0,116.0,27.0
66,61,0001975,3,5,10,3,7,9.6,LY,,1037.0,,0.0,118.0,21.0
66,61,0000036,3,6,8,0,8,9.3,,,,,0.0,117.0,26.0
66,61,0000036,3,7,10,4,6,8.9,,,,,0.0,118.0,26.0
66,61,0000052,3,6,10,0,10,9.6,,,,,0.0,119.0,9.0
66,61,0000052,3,7,9,3,6,7.0,,,,,0.0,117.0,27.0
66,61,0000052,3,8,8,4,4,6.3,,,,,0.0,117.0,14.0
66,61,0000078,3,5,8,3,5,9.7,,,,,0.0,119.0,22.0
66,61,0000078,3,6,10,0,10,5.9,,,,,0.0,120.0,24.0
66,61,0002132,1,9,10,3,7,9.6,LY,,1510.0,,0.0,125.0,20.0
66,61,0002132,1,10,9,5,4,7.9,LY,,1660.0,,0.0,121.0,25.0
66,61,0002212,3,6,8,0,8,9.3,LY,,1022.0,,0.0,120.0,25.0
66,61,0002212,3,7,8,0,8,8.9,LY,,1174.0,,0.0,117.0,27.0
66,61,0002224,1,9,9,0,9,9.0,YLL,,1482.0,,0.0,119.0,21.0
66,61,0002224,1,10,10,0,10,7.0,YLL,,1627.0,,0.0,121.0,21.0
66,61,0002224,1,11,8,0,8,9.2,YLL,,1775.0,,0.0,116.0,27.0
66,61,0002238,3,6,10,2,8,9.6,LY,,996.0,,0.0,120.0,18.0
66,61,0002238,3,7,8,6,2,5.5,LY,,1139.0,,0.0,121.0,24.0
66,61,0002238,3,8,9,5,4,6.3,LY,,1289.0,,0.0,118.0,24.0
66,61,0002243,3,6,8,0,8,9.0,LY,,981.0,,0.0,119.0,20.0
66,61,0002243,3,7,10,0,10,7.0,LY,,1125.0,,0.0,119.0,21.0
66,61,0002243,3,8,9,6,3,7.0,LY,,1270.0,,0.0,116.0,26.0
66,61,0002314,4,3,8,4,4,7.9,LY,,622.0,,0.0,119.0,18.0
66,61,0002333,3,6,10,10,0,,LY,,1070.0,,0.0,118.0,25.0
66,61,0002333,3,7,9,5,4,5.5,LY,,1220.0,,0.0,121.0,19.0
66,61,0002373,3,6,11,5,6,9.7,LY,,1078.0,,0.0,117.0,32.0
66,61,0002373,3,7,10,5,5,8.0,LY,,1232.0,,0.0,118.0,29.0
66,61,0002424,3,6,10,3,7,9.3,LY,,992.0,,0.0,124.0,22.0
66,61,0002424,3,7,9,3,6,7.0,LY,,1143.0,,0.0,120.0,24.0
66,61,0000024,3,6,9,0,9,9.3,,,,,0.0,123.0,21.0
66,61,0000024,3,7,7,0,7,9.5,,,,,0.0,117.0,13.0
66,61,0002528,3,6,10,4,6,9.3,LY,,1010.0,,0.0,117.0,25.0
66,61,0002528,3,7,10,4,6,8.9,LY,,1157.0,,0.0,116.0,28.0
66,61,0002535,0,11,11,0,11,8.1,YL,,1748.0,,0.0,119.0,23.0
66,61,0002535,0,12,8,0,8,5.9,YL,,1895.0,,0.0,118.0,22.0
66,61,0000025,3,7,9,5,4,5.9,,,,,0.0,118.0,24.0
66,61,0002593,3,6,10,0,10,9.6,LY,,1016.0,,0.0,117.0,25.0
66,61,0002593,3,7,9,0,9,9.5,LY,,1164.0,,0.0,116.0,28.0
66,61,0000023,3,5,8,0,8,8.1,,,,,0.0,120.0,23.0
66,61,0000023,3,6,9,0,9,6.1,,,,,0.0,116.0,27.0
66,61,0000023,3,7,10,6,4,9.2,,,,,0.0,114.0,30.0
66,61,0000026,0,11,10,10,0,,,,,,0.0,120.0,23.0
66,61,0000026,0,12,9,0,9,5.699999999999998,,,,,0.0,119.0,20.0
66,61,0002625,3,6,10,0,10,8.15,YL,,991.0,,0.0,119.0,25.0
66,61,0002625,3,7,10,0,10,7.0,YL,,1140.0,,0.0,117.0,27.0
66,61,0002625,3,8,11,8,3,6.7,YL,,1291.0,,0.0,117.0,23.0
66,61,0002642,0,11,8,0,8,9.0,LY,,1800.0,,0.0,121.0,19.0
66,61,0002642,0,12,9,7,2,6.1,LY,,1944.0,,0.0,120.0,20.0
66,61,0002681,3,6,10,0,10,9.6,LY,,1019.0,,0.0,121.0,23.0
66,61,0002718,0,11,9,0,9,9.0,LY,,1748.0,,0.0,120.0,22.0
66,61,0002718,0,12,10,0,10,5.9,LY,,1896.0,,0.0,118.0,21.0
66,61,0002812,0,11,9,0,9,9.0,LY,,1759.0,,0.0,119.0,26.0
66,61,0002812,0,12,11,0,11,6.336363636363638,LY,,1910.0,,0.0,118.0,23.0
66,61,0002855,4,3,9,5,4,9.6,LY,,666.0,,0.0,114.0,28.0
66,61,0002865,3,6,10,0,10,9.6,LY,,997.0,,0.0,120.0,21.0
66,61,0002932,0,11,7,0,7,9.0,LY,,1758.0,,0.0,119.0,23.0
66,61,0002932,0,12,8,0,8,6.3,LY,,1906.0,,0.0,117.0,21.0
66,61,0002976,4,3,10,6,4,9.6,LY,,603.0,,0.0,115.0,28.0
66,61,0000077,3,6,10,0,10,9.3,,,,,0.0,121.0,23.0
66,61,0000077,3,7,11,3,8,8.9,,,,,0.0,117.0,26.0
66,61,0000095,3,6,8,0,8,9.6,,,,,0.0,119.0,25.0
66,61,0000095,3,7,10,3,7,9.5,,,,,0.0,117.0,27.0
66,61,0000031,1,10,10,10,0,,,,,,0.0,117.0,22.0
66,61,0000031,1,11,10,3,7,7.0,,,,,0.0,120.0,27.0
66,61,0000031,3,7,12,0,12,9.6,,,,,0.0,115.0,30.0
66,61,0000032,0,11,7,0,7,9.0,,,,,0.0,118.0,5.0
66,61,0003293,3,6,10,0,10,9.6,LY,,999.0,,0.0,119.0,23.0
66,61,0003293,3,7,9,6,3,9.2,LY,,1240.0,,94.0,116.0,30.0
66,61,0003329,3,5,9,0,9,9.0,LY,,966.0,,0.0,120.0,25.0
66,61,0003329,3,6,10,0,10,7.0,LY,,1118.0,,0.0,117.0,27.0
66,61,0003363,3,5,11,3,8,8.1,LY,,942.0,,0.0,117.0,25.0
66,61,0003363,3,6,9,0,9,6.1,LY,,1093.0,,0.0,118.0,22.0
66,61,0003363,3,7,10,4,6,9.2,LY,,1242.0,,0.0,115.0,30.0
66,61,0003369,3,6,9,6,3,9.6,LY,,1004.0,,0.0,119.0,24.0
66,61,0003369,3,7,10,4,6,8.9,LY,,1180.0,,25.0,118.0,28.0
66,61,0003371,3,6,9,0,9,9.3,LY,,1029.0,,0.0,113.0,1.0
66,61,0003373,3,5,8,0,8,9.0,LY,,964.0,,0.0,121.0,25.0
66,61,0003373,3,6,9,0,9,7.0,LY,,1129.0,,0.0,117.0,27.0
66,61,0003373,3,7,10,0,10,6.1,LY,,1283.0,,0.0,117.0,22.0
66,61,0003379,3,6,9,0,9,7.300000000000002,YL,,973.0,,0.0,118.0,23.0
66,61,0003379,3,7,10,0,10,7.0,YL,,1119.0,,0.0,117.0,25.0
66,61,0003379,3,8,8,5,3,9.6,YL,,1267.0,,0.0,117.0,27.0
66,61,0000033,3,6,9,0,9,9.3,,,,,0.0,121.0,24.0
66,61,0000033,3,7,10,4,6,9.6,,,,,41.0,115.0,29.0
66,61,0003437,3,6,9,9,0,,LY,,1011.0,,0.0,122.0,23.0
66,61,0003437,3,7,11,4,7,9.5,LY,,1162.0,,0.0,118.0,25.0
66,61,0003491,3,7,9,0,9,5.9,LY,,1155.0,,0.0,119.0,22.0
66,61,0003583,1,9,9,0,9,9.0,LY,,1463.0,,0.0,116.0,21.0
66,61,0003583,1,10,9,0,9,7.0,LY,,1605.0,,0.0,120.0,22.0
66,61,0003583,1,11,9,5,4,9.2,LY,,1752.0,,0.0,117.0,25.0
66,61,0003627,3,5,8,0,8,9.6,LY,,1000.0,,33.0,120.0,20.0
66,61,0003627,3,6,9,0,9,7.899999999999999,LY,,1146.0,,0.0,121.0,25.0
66,61,0003633,3,6,9,7,2,6.699999999999998,LY,,1031.0,,0.0,119.0,23.0
66,61,0003633,3,7,9,5,4,6.5,LY,,1179.0,,0.0,119.0,19.0
66,61,0003651,3,6,9,4,5,7.0,YL,,992.0,,0.0,121.0,21.0
66,61,0003651,3,7,10,0,10,6.5,YL,,1139.0,,0.0,120.0,25.0
66,61,0003699,3,6,9,0,9,9.6,LY,,983.0,,0.0,118.0,19.0
66,61,0003699,3,7,9,0,9,5.9,LY,,1126.0,,0.0,121.0,23.0
66,61,0003699,3,8,9,0,9,6.1,LY,,1277.0,,0.0,117.0,25.0
66,61,0003726,1,11,8,0,8,9.6,LY,,1759.0,,0.0,123.0,19.0
66,61,0003726,1,12,9,0,9,5.5,LY,,1905.0,,0.0,122.0,23.0
66,61,0003732,1,11,8,3,5,9.0,LY,,1748.0,,0.0,121.0,18.0
66,61,0003732,1,12,8,4,4,7.0,LY,,1893.0,,0.0,121.0,22.0
66,61,0003733,1,11,8,0,8,7.3,LY,,1737.0,,0.0,119.0,24.0
66,61,0003733,1,12,9,5,4,7.0,LY,,1886.0,,0.0,117.0,26.0
66,61,0003749,3,6,10,3,7,9.3,LY,,1004.0,,0.0,120.0,1.0
66,61,0003749,3,7,9,0,9,5.9,LY,,1134.0,,0.0,117.0,26.0
66,61,0003749,3,8,9,4,5,7.0,LY,,1284.0,,0.0,118.0,24.0
66,61,0003771,3,6,11,5,6,5.9,YL,,1063.0,,0.0,120.0,24.0
66,61,0003771,3,7,10,3,7,6.3,YL,,1216.0,,0.0,117.0,23.0
66,61,0003778,1,11,9,4,5,9.3,LY,,1801.0,,0.0,118.0,26.0
66,61,0003778,1,12,9,0,9,8.899999999999997,LY,,1951.0,,0.0,116.0,27.0
66,61,0003813,3,6,8,0,8,9.3,LY,,1034.0,,0.0,110.0,4.0
66,61,0003816,1,10,10,0,10,9.0,LY,,1609.0,,0.0,120.0,24.0
66,61,0003816,1,11,10,0,10,5.9,LY,,1758.0,,0.0,118.0,22.0
66,61,0003823,3,6,11,3,8,9.6,LY,,1002.0,,0.0,119.0,20.0
66,61,0003823,3,7,9,0,9,7.899999999999999,LY,,1146.0,,0.0,117.0,25.0
66,61,0003827,3,6,8,3,5,9.3,LY,,1004.0,,0.0,120.0,22.0
66,61,0003827,3,7,9,2,7,6.471428571428571,LY,,1165.0,,0.0,119.0,23.0
66,61,0003863,3,5,10,3,7,9.6,LY,,990.0,,0.0,121.0,23.0
66,61,0003863,3,6,10,3,7,6.585714285714286,LY,,1139.0,,0.0,117.0,25.0
66,61,0000045,3,7,9,5,4,8.9,,,,,0.0,114.0,27.0
66,61,0000059,1,11,9,0,9,9.0,,,,,0.0,120.0,20.0
66,61,0000059,1,12,9,0,9,7.0,,,,,0.0,120.0,22.0
66,61,0000077,1,11,7,0,7,9.7,,,,,0.0,118.0,27.0
66,61,0000077,1,12,8,0,8,8.9,,,,,0.0,115.0,28.0
66,61,0000097,1,9,9,0,9,9.6,,,,,0.0,120.0,22.0
66,61,0000097,1,10,10,0,10,9.5,,,,,0.0,117.0,28.0
66,61,0004176,1,11,9,6,3,9.0,LY,,1727.0,,0.0,117.0,25.0
66,61,0004197,1,11,10,0,10,9.3,LY,,1765.0,,0.0,120.0,27.0
66,61,0000045,1,11,0,0,0,,,,,,0.0,109.0,0.0
66,61,0000047,1,12,10,0,10,9.7,,,,,0.0,118.0,28.0
66,61,0004219,1,11,6,0,6,9.0,LY,,1725.0,,0.0,121.0,18.0
66,61,0004219,1,12,8,0,8,7.0,LY,,1866.0,,0.0,120.0,21.0
66,61,0004226,1,11,9,0,9,9.6,LY,,1753.0,,0.0,122.0,20.0
66,61,0004226,1,12,9,0,9,7.0,LY,,1900.0,,0.0,118.0,26.0
66,61,0004227,4,3,10,0,10,9.3,LY,,568.0,,0.0,120.0,19.0
66,61,0004227,4,4,9,0,9,6.1,LY,,714.0,,0.0,122.0,23.0
66,61,0042621,1,10,8,0,8,9.5,LY,,1622.0,,0.0,123.0,25.0
66,61,0042621,1,11,8,0,8,5.5,LY,,1775.0,,0.0,123.0,19.0
66,61,0000043,1,10,10,3,7,8.1,,,,,0.0,121.0,26.0
