場次,部門,耳號,年期,胎次,生幾頭,死幾頭,活幾頭,活著的平均重,母品種,公品種,母出生到配種成功,公出生到配種成功,初配種到成功,配種成功到分娩,分娩到斷乳
66,70,0000251,5,2,9,0,9,7.0,,,,,0.0,117.0,27.0
66,70,0000264,5,1,7,0,7,7.0,,,,,0.0,118.0,19.0
66,70,0000000,5,1,8,0,8,7.0,,,,,0.0,117.0,21.0
66,70,0000007,5,1,8,0,8,7.0,LY,,288.0,,0.0,118.0,26.0
66,70,0000007,5,2,10,4,6,7.0,LY,,437.0,,0.0,118.0,31.0
66,70,0000313,5,1,8,0,8,7.0,,,,,0.0,117.0,21.0
66,70,0000313,5,2,8,5,3,7.0,,,,,0.0,118.0,23.0
66,70,0000314,5,1,2,0,2,7.0,,,,,0.0,119.0,25.0
66,70,0000333,5,1,8,0,8,7.0,,,,,0.0,117.0,26.0
66,70,0000333,5,2,9,0,9,7.0,,,,,0.0,118.0,24.0
66,70,0000338,5,1,8,0,8,7.0,,,,,0.0,119.0,24.0
66,70,0000345,5,1,8,0,8,7.0,,,,,0.0,117.0,25.0
66,70,0000377,3,4,10,0,10,7.0,,,,,0.0,115.0,27.0
66,70,0000377,3,5,6,0,6,7.0,,,,,0.0,112.0,28.0
66,70,0000421,5,1,7,7,0,,,,,,0.0,117.0,
66,70,0000435,5,1,3,0,3,7.0,,,,,0.0,117.0,13.0
66,70,0000473,5,1,6,0,6,7.0,,,,,0.0,116.0,26.0
66,70,0000479,5,1,5,0,5,7.0,,,,,0.0,119.0,25.0
66,70,0000479,5,2,11,0,11,7.0,,,,,0.0,116.0,29.0
66,70,0000481,5,1,5,0,5,7.0,,,,,0.0,116.0,14.0
66,70,0000481,5,2,9,0,9,7.0,,,,,0.0,116.0,33.0
66,70,0000484,5,1,6,6,0,,,,,,0.0,116.0,14.0
66,70,0000006,5,1,3,0,3,7.0,,,,,0.0,119.0,
66,70,0000513,5,1,9,0,9,7.0,,,,,0.0,121.0,25.0
66,70,0000551,3,4,11,0,11,7.0,,,,,0.0,117.0,32.0
66,70,0000551,3,5,10,10,0,,,,,,0.0,119.0,16.0
66,70,0000000,5,1,7,7,0,,,,,,0.0,117.0,27.0
66,70,0000006,5,1,8,0,8,7.0,,,,,0.0,117.0,25.0
66,70,0000655,5,1,8,4,4,7.0,,,,,0.0,119.0,26.0
66,70,0000006,5,1,8,8,0,,,,,,0.0,117.0,27.0
66,70,0000712,5,1,6,0,6,7.0,,,,,0.0,118.0,28.0
66,70,0000733,5,1,4,0,4,7.0,,,,,0.0,120.0,26.0
66,70,0000733,5,2,8,0,8,7.0,,,,,0.0,118.0,31.0
66,70,0000757,5,1,6,4,2,7.0,,,,,0.0,116.0,19.0
66,70,0000757,5,2,10,0,10,7.0,,,,,0.0,116.0,32.0
66,70,0000774,5,1,10,0,10,7.0,,,,,0.0,114.0,22.0
66,70,0000774,5,2,8,6,2,7.0,,,,,0.0,114.0,27.0
66,70,0000788,5,1,9,9,0,,,,,,0.0,116.0,14.0
66,70,0000799,5,1,10,10,0,,,,,,0.0,117.0,10.0
66,70,0000009,5,1,7,4,3,7.0,LY,,106.0,,0.0,116.0,13.0
66,70,0000009,5,2,12,12,0,,LY,,244.0,,0.0,116.0,22.0
66,70,0000863,5,1,6,6,0,,,,,,0.0,120.0,24.0
66,70,0000866,5,1,8,0,8,7.0,,,,,0.0,117.0,26.0
66,70,0000866,5,2,5,0,5,7.0,,,,,19.0,118.0,25.0
66,70,0000883,5,1,8,0,8,7.0,,,,,0.0,116.0,27.0
66,70,0000009,5,1,8,0,8,7.0,LY,,141.0,,0.0,119.0,24.0
66,70,0000966,5,1,9,0,9,7.0,,,,,0.0,115.0,25.0
66,70,0000968,5,1,9,3,6,7.0,,,,,0.0,120.0,25.0
66,70,0000986,5,1,3,0,3,7.0,,,,,0.0,117.0,26.0
66,70,0000992,5,1,10,3,7,7.0,,,,,0.0,115.0,26.0
66,70,0000995,5,1,6,4,2,7.0,,,,,0.0,117.0,12.0
66,70,0000995,5,2,8,4,4,7.0,,,,,0.0,114.0,30.0
66,70,0000003,5,1,4,0,4,7.0,LY,,310.0,,0.0,117.0,26.0
66,70,0000003,5,2,10,0,10,7.0,LY,,459.0,,0.0,116.0,32.0
66,70,0000324,5,1,7,0,7,7.0,,,,,0.0,117.0,23.0
66,70,0000324,5,2,10,5,5,7.0,,,,,0.0,118.0,27.0
66,70,0000348,5,1,8,0,8,7.0,,,,,0.0,116.0,21.0
66,70,0000348,5,2,12,3,9,7.0,,,,,0.0,122.0,24.0
66,70,0000003,5,1,8,0,8,7.0,LY,,366.0,,0.0,116.0,20.0
66,70,0000366,5,1,8,4,4,7.0,,,,,0.0,118.0,25.0
66,70,0000366,5,2,9,0,9,7.0,,,,,0.0,120.0,28.0
66,70,0000378,5,1,3,0,3,7.0,,,,,0.0,120.0,26.0
66,70,0000378,5,2,9,0,9,7.0,,,,,0.0,116.0,29.0
66,70,0000379,5,1,8,0,8,7.0,,,,,0.0,114.0,20.0
66,70,0000386,5,1,8,0,8,7.0,,,,,0.0,119.0,24.0
66,70,0000397,5,1,8,0,8,7.0,,,,,0.0,117.0,24.0
66,70,0000397,5,2,10,5,5,7.0,,,,,0.0,117.0,25.0
66,70,0031113,5,1,4,4,0,,LY,,264.0,,0.0,117.0,19.0
66,70,0031113,5,2,10,0,10,7.0,LY,,406.0,,0.0,116.0,25.0
66,70,0031117,5,1,6,6,0,,LY,,265.0,,0.0,116.0,22.0
66,70,0031117,5,2,10,7,3,7.0,LY,,427.0,,19.0,115.0,22.0
66,70,0031118,5,1,8,8,0,,YL,,290.0,,0.0,118.0,22.0
66,70,0000311,5,1,8,0,8,7.0,,,,,0.0,116.0,26.0
66,70,0031132,5,1,6,0,6,7.0,LY,,267.0,,0.0,117.0,25.0
66,70,0031132,5,2,9,9,0,,LY,,419.0,,0.0,118.0,26.0
66,70,0031146,5,1,8,0,8,7.0,LY,,267.0,,0.0,118.0,24.0
66,70,0031146,5,2,10,0,10,7.0,LY,,415.0,,0.0,117.0,24.0
66,70,0031158,5,1,9,0,9,7.0,LY,,323.0,,0.0,114.0,21.0
66,70,0031169,5,1,7,0,7,7.0,LY,,266.0,,0.0,118.0,26.0
66,70,0031169,5,2,8,0,8,7.0,LY,,418.0,,0.0,117.0,22.0
66,70,0031174,5,1,8,0,8,7.0,LY,,263.0,,0.0,116.0,23.0
66,70,0031183,5,1,8,8,0,,YL,,269.0,,0.0,118.0,17.0
66,70,0031183,5,2,8,8,0,,YL,,421.0,,0.0,120.0,24.0
66,70,0031185,5,1,0,0,0,,YL,,265.0,,0.0,117.0,22.0
66,70,0031185,5,2,7,0,7,7.0,YL,,415.0,,0.0,114.0,29.0
66,70,0031187,5,1,8,4,4,7.0,YL,,266.0,,0.0,116.0,23.0
66,70,0031187,5,2,9,4,5,7.0,YL,,412.0,,0.0,116.0,24.0
66,70,0000311,5,1,7,0,7,7.0,,,,,0.0,118.0,27.0
66,70,0000311,5,2,9,3,6,7.0,,,,,0.0,117.0,25.0
66,70,0031195,5,1,6,0,6,7.0,LY,,316.0,,0.0,117.0,28.0
66,70,0031197,5,1,8,8,0,,LY,,283.0,,0.0,116.0,21.0
66,70,0031199,5,1,7,5,2,7.0,LY,,286.0,,0.0,118.0,23.0
66,70,0000310,5,1,7,0,7,7.0,,,,,0.0,118.0,28.0
66,70,0031222,2,7,8,0,8,7.0,LY,,1298.0,,0.0,117.0,25.0
66,70,0031222,2,8,9,0,9,7.0,LY,,1473.0,,0.0,117.0,32.0
66,70,0031228,5,1,5,0,5,7.0,LY,,263.0,,0.0,117.0,26.0
66,70,0031234,5,1,8,0,8,7.0,LY,,266.0,,0.0,119.0,25.0
66,70,0031248,5,1,2,0,2,7.0,LY,,264.0,,0.0,117.0,14.0
66,70,0031248,5,2,9,0,9,7.0,LY,,408.0,,0.0,116.0,25.0
66,70,0031267,5,1,6,0,6,7.0,LY,,256.0,,0.0,116.0,27.0
66,70,0031267,5,2,8,0,8,7.0,LY,,419.0,,0.0,116.0,25.0
66,70,0000316,5,1,4,0,4,7.0,,,,,0.0,118.0,24.0
66,70,0000313,5,1,8,0,8,7.0,,,,,81.0,118.0,26.0
66,70,0031333,5,1,10,0,10,7.0,LY,,270.0,,0.0,117.0,24.0
66,70,0031333,5,2,12,3,9,7.0,LY,,421.0,,0.0,117.0,27.0
66,70,0031375,5,1,4,0,4,7.0,LY,,265.0,,0.0,117.0,28.0
66,70,0031375,5,2,10,0,10,7.0,LY,,416.0,,0.0,118.0,23.0
66,70,0031396,5,1,4,4,0,,YL,,298.0,,0.0,118.0,27.0
66,70,0000318,5,1,9,9,0,,,,,,0.0,115.0,9.0
66,70,0000318,5,2,10,2,8,7.0,,,,,0.0,118.0,23.0
66,70,0031411,5,1,7,3,4,7.0,YL,,267.0,,0.0,118.0,18.0
66,70,0031411,5,2,5,0,5,7.0,YL,,428.0,,2.0,114.0,22.0
66,70,0031413,5,1,10,8,2,7.0,YL,,367.0,,87.0,117.0,22.0
66,70,0031444,5,1,5,5,0,,LY,,265.0,,0.0,116.0,
66,70,0000314,5,1,8,0,8,7.0,,,,,0.0,116.0,26.0
66,70,0031524,5,1,7,0,7,7.0,YL,,316.0,,0.0,118.0,21.0
66,70,0031527,5,1,8,0,8,7.0,LY,,264.0,,0.0,118.0,28.0
66,70,0031544,5,1,10,6,4,7.0,YL,,299.0,,0.0,115.0,27.0
66,70,0031558,5,1,9,9,0,,LY,,342.0,,0.0,118.0,23.0
66,70,0031591,5,1,10,0,10,7.0,YL,,264.0,,0.0,119.0,28.0
66,70,0000310,5,1,4,0,4,7.0,,,,,0.0,122.0,29.0
66,70,0000312,5,1,8,8,0,,,,,,0.0,116.0,20.0
66,70,0000317,5,1,7,0,7,7.0,,,,,0.0,117.0,24.0
66,70,0000317,5,2,3,0,3,7.0,,,,,0.0,119.0,27.0
66,70,0031611,5,1,4,0,4,7.0,LY,,263.0,,0.0,117.0,26.0
66,70,0031621,5,1,5,5,0,,LY,,277.0,,0.0,117.0,26.0
66,70,0031622,5,1,10,10,0,,YL,,260.0,,0.0,118.0,14.0
66,70,0031622,5,2,9,0,9,7.0,YL,,397.0,,0.0,118.0,24.0
66,70,0031654,5,1,2,0,2,7.0,YL,,265.0,,0.0,116.0,
66,70,0031676,5,1,6,0,6,7.0,LY,,263.0,,0.0,117.0,26.0
66,70,0000316,5,1,3,0,3,7.0,,,,,0.0,114.0,10.0
66,70,0000316,5,2,10,0,10,7.0,,,,,0.0,117.0,28.0
66,70,0000317,5,1,6,0,6,7.0,,,,,0.0,116.0,28.0
66,70,0031775,5,1,9,0,9,7.0,LY,,275.0,,0.0,116.0,33.0
66,70,0031792,5,1,7,7,0,,LY,,278.0,,0.0,117.0,16.0
66,70,0031795,5,1,10,0,10,7.0,LY,,266.0,,0.0,119.0,25.0
66,70,0031799,5,1,8,0,8,7.0,YL,,283.0,,0.0,115.0,26.0
66,70,0000313,5,1,3,0,3,7.0,,,,,0.0,117.0,26.0
66,70,0031821,5,1,6,6,0,,LY,,259.0,,0.0,119.0,11.0
66,70,0031821,5,2,10,0,10,7.0,LY,,411.0,,0.0,117.0,29.0
66,70,0031831,5,1,5,5,0,,YL,,262.0,,0.0,119.0,29.0
66,70,0031848,5,1,10,0,10,7.0,YL,,259.0,,0.0,118.0,28.0
66,70,0031851,5,1,5,0,5,7.0,LY,,386.0,,0.0,116.0,15.0
66,70,0031857,5,1,5,5,0,,LY,,273.0,,0.0,116.0,14.0
66,70,0031872,5,1,5,5,0,,LY,,343.0,,0.0,117.0,27.0
66,70,0031875,5,1,10,0,10,7.0,LY,,284.0,,0.0,118.0,29.0
66,70,0031881,5,1,8,8,0,,YL,,261.0,,0.0,118.0,24.0
66,70,0031882,5,1,3,0,3,7.0,LY,,261.0,,0.0,116.0,28.0
66,70,0031885,5,1,8,0,8,7.0,LY,,266.0,,0.0,116.0,28.0
66,70,0031887,5,1,6,0,6,7.0,LY,,260.0,,0.0,119.0,31.0
66,70,0031898,5,1,0,0,0,,LY,,294.0,,0.0,117.0,
66,70,0031913,5,1,8,8,0,,LY,,396.0,,140.0,116.0,23.0
66,70,0000319,5,1,8,8,0,,,,,,0.0,116.0,25.0
66,70,0031944,5,1,10,5,5,7.0,LY,,258.0,,0.0,115.0,24.0
66,70,0031989,5,1,9,3,6,7.0,LY,,255.0,,0.0,116.0,23.0
66,70,0031989,5,2,10,5,5,7.0,LY,,410.0,,0.0,117.0,28.0
66,70,0000307,5,1,8,0,8,7.0,,,,,0.0,114.0,25.0
66,70,0000307,5,2,8,0,8,7.0,,,,,0.0,116.0,22.0
66,70,0000321,5,1,8,8,0,,,,,,0.0,116.0,23.0
66,70,0000321,5,2,10,0,10,7.0,,,,,0.0,118.0,23.0
66,70,0000003,5,1,9,0,9,7.0,LY,,345.0,,0.0,116.0,27.0
66,70,0000387,5,1,8,4,4,7.0,,,,,0.0,116.0,23.0
66,70,0000387,5,2,8,0,8,7.0,,,,,0.0,116.0,32.0
66,70,0000389,5,1,8,0,8,7.0,,,,,0.0,115.0,23.0
66,70,0000003,5,1,7,0,7,7.0,LY,,349.0,,0.0,117.0,29.0
66,70,0032162,5,1,3,0,3,7.0,LY,,262.0,,0.0,120.0,8.0
66,70,0032164,5,1,7,0,7,7.0,LY,,397.0,,0.0,116.0,23.0
66,70,0032175,5,1,8,3,5,7.0,LY,,258.0,,0.0,116.0,18.0
66,70,0032175,5,2,9,0,9,7.0,LY,,404.0,,0.0,118.0,24.0
66,70,0000321,5,1,8,8,0,,,,,,0.0,115.0,22.0
66,70,0032197,5,1,8,0,8,7.0,LY,,373.0,,0.0,115.0,23.0
66,70,0032276,5,1,8,0,8,7.0,LY,,258.0,,0.0,116.0,28.0
66,70,0032276,5,2,8,2,6,7.0,LY,,408.0,,0.0,117.0,31.0
66,70,0000328,5,1,8,0,8,7.0,,,,,0.0,119.0,24.0
66,70,0000329,5,1,8,5,3,7.0,,,,,0.0,116.0,26.0
66,70,0000323,4,1,8,0,8,7.0,,,,,0.0,116.0,24.0
66,70,0000323,4,2,9,0,9,7.0,,,,,119.0,115.0,26.0
66,70,0032328,5,1,2,0,2,7.0,YL,,273.0,,0.0,120.0,
66,70,0032366,5,1,5,0,5,7.0,YL,,266.0,,0.0,118.0,24.0
66,70,0000324,5,1,10,5,5,7.0,,,,,0.0,118.0,23.0
66,70,0000324,5,1,8,8,0,,,,,,0.0,120.0,15.0
66,70,0000324,5,2,10,0,10,7.0,,,,,0.0,116.0,29.0
66,70,0032435,5,1,3,0,3,7.0,LY,,339.0,,0.0,120.0,22.0
66,70,0032441,2,7,11,1,10,7.0,LY,,1260.0,,0.0,117.0,32.0
66,70,0032441,2,8,9,0,9,7.0,LY,,1414.0,,0.0,117.0,32.0
66,70,0032456,5,1,5,5,0,,YL,,260.0,,0.0,118.0,24.0
66,70,0032456,5,2,8,0,8,7.0,YL,,407.0,,0.0,117.0,25.0
66,70,0032468,5,1,7,7,0,,LY,,259.0,,0.0,119.0,17.0
66,70,0032478,5,1,8,8,0,,LY,,272.0,,0.0,118.0,19.0
66,70,0032478,5,2,9,0,9,7.0,LY,,422.0,,0.0,116.0,25.0
66,70,0032575,5,1,9,9,0,,LY,,270.0,,0.0,116.0,11.0
66,70,0032582,5,1,8,0,8,7.0,LY,,278.0,,0.0,116.0,32.0
66,70,0032584,5,1,10,0,10,7.0,LY,,297.0,,0.0,117.0,27.0
66,70,0032681,5,1,8,0,8,7.0,LY,,267.0,,0.0,115.0,28.0
66,70,0032715,2,8,10,0,10,7.0,LY,,1365.0,,67.0,119.0,33.0
66,70,0032715,2,9,8,0,8,7.0,LY,,1523.0,,0.0,121.0,27.0
66,70,0032725,5,1,8,0,8,7.0,YL,,285.0,,21.0,118.0,24.0
66,70,0000327,5,1,5,0,5,7.0,,,,,0.0,118.0,24.0
66,70,0032765,5,1,5,0,5,7.0,LY,,265.0,,0.0,115.0,23.0
66,70,0032771,5,1,4,0,4,7.0,LY,,272.0,,0.0,118.0,22.0
66,70,0032778,5,1,8,0,8,7.0,YL,,260.0,,0.0,117.0,28.0
66,70,0032838,5,1,9,7,2,7.0,LY,,405.0,,97.0,117.0,14.0
66,70,0000329,1,9,7,7,0,,,,,,0.0,119.0,23.0
66,70,0000329,1,10,2,0,2,7.0,,,,,120.0,121.0,27.0
66,70,0032933,5,1,5,0,5,7.0,LY,,273.0,,0.0,116.0,27.0
66,70,0000344,5,1,3,0,3,7.0,,,,,0.0,119.0,
66,70,0000376,5,1,6,0,6,7.0,,,,,0.0,116.0,26.0
66,70,0000376,5,2,6,0,6,7.0,,,,,0.0,115.0,27.0
66,70,0000331,5,1,9,5,4,7.0,,,,,0.0,111.0,25.0
66,70,0033114,5,1,8,0,8,7.0,LY,,261.0,,0.0,118.0,25.0
66,70,0033128,5,1,4,0,4,7.0,LY,,297.0,,0.0,121.0,21.0
66,70,0033159,1,9,8,0,8,7.0,LY,,1517.0,,0.0,118.0,24.0
66,70,0033172,5,1,6,0,6,7.0,LY,,260.0,,0.0,115.0,
66,70,0033178,1,8,5,0,5,7.0,YL,,1483.0,,127.0,121.0,20.0
66,70,0000331,5,1,10,10,0,,,,,,0.0,117.0,13.0
66,70,0033195,5,1,5,0,5,7.0,LY,,270.0,,0.0,121.0,24.0
66,70,0033195,5,2,10,0,10,7.0,LY,,420.0,,0.0,118.0,31.0
66,70,0033224,5,1,7,7,0,,LY,,268.0,,0.0,118.0,11.0
66,70,0000332,5,1,5,0,5,7.0,,,,,0.0,118.0,24.0
66,70,0033242,5,1,8,0,8,7.0,LY,,203.0,,0.0,176.0,24.0
66,70,0000331,5,1,8,0,8,7.0,,,,,0.0,116.0,27.0
66,70,0033364,1,9,8,0,8,7.0,LY,,1442.0,,0.0,117.0,23.0
66,70,0033364,1,10,8,0,8,7.0,LY,,1587.0,,0.0,117.0,25.0
66,70,0033364,1,11,3,0,3,7.0,LY,,1735.0,,0.0,115.0,
66,70,0033367,5,1,10,7,3,7.0,LY,,265.0,,0.0,117.0,25.0
66,70,0033378,5,1,1,0,1,7.0,LY,,266.0,,0.0,115.0,26.0
66,70,0033386,5,1,10,0,10,7.0,LY,,280.0,,0.0,117.0,31.0
66,70,0000333,5,1,10,0,10,7.0,,,,,0.0,118.0,24.0
66,70,0033412,5,1,7,7,0,,LY,,259.0,,0.0,116.0,14.0
66,70,0033444,5,1,4,0,4,7.0,LY,,273.0,,0.0,117.0,26.0
66,70,0000334,5,1,8,0,8,7.0,,,,,0.0,117.0,21.0
66,70,0033468,5,1,5,5,0,,LY,,259.0,,0.0,117.0,27.0
66,70,0000334,5,1,3,0,3,7.0,,,,,0.0,117.0,20.0
66,70,0033478,5,1,9,3,6,7.0,LY,,274.0,,0.0,116.0,20.0
66,70,0000338,5,1,2,0,2,7.0,,,,,0.0,119.0,25.0
66,70,0033518,5,1,9,0,9,7.0,LY,,270.0,,0.0,119.0,27.0
66,70,0000335,5,1,8,8,0,,,,,,0.0,118.0,14.0
66,70,0033526,5,1,10,0,10,7.0,LY,,257.0,,0.0,117.0,28.0
66,70,0033544,5,1,9,0,9,7.0,LY,,256.0,,0.0,115.0,24.0
66,70,0000338,5,1,9,0,9,7.0,,,,,0.0,118.0,30.0
66,70,0033612,5,1,7,0,7,7.0,LY,,257.0,,0.0,114.0,24.0
66,70,0000336,5,1,8,0,8,7.0,,,,,0.0,114.0,22.0
66,70,0033632,5,1,10,0,10,7.0,LY,,267.0,,0.0,117.0,25.0
66,70,0033671,5,1,6,0,6,7.0,LY,,263.0,,0.0,118.0,25.0
66,70,0033688,5,1,10,0,10,7.0,YL,,275.0,,0.0,116.0,25.0
66,70,0033696,1,9,10,0,10,7.0,LY,,1513.0,,0.0,120.0,22.0
66,70,0033698,5,1,8,8,0,,LY,,298.0,,0.0,117.0,28.0
66,70,0000336,5,1,10,10,0,,,,,,0.0,118.0,23.0
66,70,0033726,5,1,8,0,8,7.0,LY,,259.0,,0.0,118.0,25.0
66,70,0033768,5,1,7,7,0,,LY,,304.0,,0.0,117.0,26.0
66,70,0000331,5,1,8,8,0,,,,,,0.0,117.0,25.0
66,70,0000338,5,1,8,3,5,7.0,,,,,0.0,116.0,22.0
66,70,0033852,5,1,8,0,8,7.0,YL,,290.0,,0.0,115.0,28.0
66,70,0033854,5,1,8,0,8,7.0,YL,,275.0,,20.0,117.0,28.0
66,70,0033856,5,1,8,2,6,7.0,YL,,334.0,,0.0,116.0,26.0
66,70,0000338,5,1,9,0,9,7.0,,,,,0.0,117.0,31.0
66,70,0033872,5,1,7,0,7,7.0,LY,,266.0,,0.0,115.0,25.0
66,70,0033874,5,1,8,0,8,7.0,LY,,263.0,,0.0,115.0,28.0
66,70,0033876,5,1,6,0,6,7.0,LY,,264.0,,0.0,117.0,24.0
66,70,0033931,5,1,5,5,0,,LY,,269.0,,0.0,123.0,21.0
66,70,0033944,5,1,6,0,6,7.0,LY,,264.0,,0.0,118.0,24.0
66,70,0033949,5,1,10,3,7,7.0,YL,,268.0,,0.0,116.0,28.0
66,70,0033953,5,1,7,7,0,,YL,,267.0,,0.0,117.0,28.0
66,70,0033959,5,1,8,0,8,7.0,LY,,262.0,,0.0,117.0,28.0
66,70,0000003,5,1,10,0,10,7.0,LY,,407.0,,0.0,116.0,28.0
66,70,0000386,5,1,8,0,8,7.0,,,,,0.0,121.0,28.0
66,70,0000003,5,1,7,0,7,7.0,LY,,406.0,,0.0,119.0,26.0
66,70,0034178,5,1,4,0,4,7.0,YL,,277.0,,0.0,118.0,23.0
66,70,0034184,5,1,6,0,6,7.0,YL,,267.0,,0.0,117.0,20.0
66,70,0034188,5,1,8,0,8,7.0,YL,,256.0,,0.0,118.0,23.0
66,70,0034251,1,9,4,0,4,7.0,LY,,1431.0,,0.0,117.0,25.0
66,70,0034275,5,1,9,0,9,7.0,LY,,257.0,,0.0,118.0,26.0
66,70,0034292,5,1,8,0,8,7.0,LY,,257.0,,0.0,118.0,26.0
66,70,0000340,5,1,7,0,7,7.0,,,,,0.0,115.0,27.0
66,70,0000343,5,1,4,0,4,7.0,,,,,0.0,117.0,24.0
66,70,0000344,5,1,10,6,4,7.0,,,,,0.0,116.0,23.0
66,70,0034371,5,1,6,2,4,7.0,YL,,270.0,,0.0,117.0,24.0
66,70,0000340,5,1,9,7,2,7.0,,,,,0.0,115.0,27.0
66,70,0000340,5,2,12,3,9,7.0,,,,,2.0,114.0,29.0
66,70,0000344,4,3,11,0,11,7.0,,,,,27.0,113.0,33.0
66,70,0000344,4,4,8,0,8,7.0,,,,,41.0,115.0,27.0
66,70,0000344,4,5,10,5,5,7.0,,,,,0.0,116.0,26.0
66,70,0034449,5,1,9,0,9,7.0,LY,,327.0,,0.0,116.0,30.0
66,70,0000344,5,1,9,0,9,7.0,,,,,0.0,118.0,
66,70,0034462,5,1,6,6,0,,LY,,276.0,,0.0,117.0,11.0
66,70,0034525,5,1,3,0,3,7.0,LY,,270.0,,0.0,117.0,16.0
66,70,0034533,5,1,3,0,3,7.0,LY,,266.0,,0.0,119.0,18.0
66,70,0034535,5,1,8,8,0,,LY,,264.0,,0.0,116.0,23.0
66,70,0034583,5,1,8,0,8,7.0,YL,,283.0,,23.0,116.0,24.0
66,70,0000342,5,1,9,0,9,7.0,LY,,220.0,,41.0,118.0,32.0
66,70,0034631,5,1,7,7,0,,LY,,261.0,,0.0,120.0,28.0
66,70,0034665,5,1,7,3,4,7.0,LY,,255.0,,0.0,118.0,21.0
66,70,0034741,5,1,10,0,10,7.0,LY,,262.0,,0.0,115.0,24.0
66,70,0034743,5,1,8,0,8,7.0,LY,,308.0,,0.0,115.0,27.0
66,70,0034754,5,1,5,5,0,,LY,,276.0,,0.0,115.0,13.0
66,70,0034786,5,1,9,0,9,7.0,LY,,297.0,,0.0,117.0,25.0
66,70,0034791,5,1,8,6,2,7.0,LY,,269.0,,0.0,117.0,28.0
66,70,0034794,5,1,10,0,10,7.0,LY,,305.0,,0.0,115.0,33.0
66,70,0034795,5,1,7,4,3,7.0,LY,,259.0,,0.0,117.0,24.0
66,70,0034799,5,1,10,0,10,7.0,LY,,258.0,,0.0,116.0,26.0
66,70,0034965,5,1,7,5,2,7.0,LY,,263.0,,0.0,117.0,27.0
66,70,0034998,5,1,9,4,5,7.0,LY,,290.0,,0.0,118.0,27.0
66,70,0035388,5,1,4,0,4,7.0,LY,,258.0,,0.0,117.0,25.0
66,70,0035422,5,1,8,0,8,7.0,LY,,256.0,,0.0,118.0,26.0
66,70,0035425,5,1,9,0,9,7.0,LY,,260.0,,0.0,116.0,26.0
66,70,0000355,5,1,8,5,3,7.0,,,,,0.0,115.0,28.0
66,70,0035614,5,1,10,10,0,,YL,,252.0,,0.0,116.0,26.0
66,70,0035636,5,1,2,0,2,7.0,YL,,254.0,,0.0,118.0,26.0
66,70,0035719,2,7,8,8,0,,LY,,1200.0,,0.0,120.0,22.0
66,70,0035719,2,8,9,0,9,7.0,LY,,1345.0,,0.0,117.0,27.0
66,70,0035719,2,9,4,0,4,7.0,LY,,1494.0,,0.0,120.0,22.0
66,70,0035887,2,7,10,0,10,7.0,LY,,1135.0,,0.0,119.0,23.0
66,70,0035887,2,8,8,0,8,7.0,LY,,1282.0,,0.0,119.0,23.0
66,70,0035887,2,9,7,5,2,7.0,LY,,1430.0,,0.0,118.0,23.0
66,70,0036144,5,1,6,0,6,7.0,YL,,252.0,,0.0,119.0,25.0
66,70,0000361,5,1,6,0,6,7.0,,,,,0.0,117.0,24.0
66,70,0000365,5,1,8,0,8,7.0,,,,,0.0,115.0,24.0
66,70,0036232,5,1,8,8,0,,LY,,254.0,,0.0,117.0,25.0
66,70,0036282,5,1,8,0,8,7.0,LY,,254.0,,0.0,117.0,24.0
66,70,0036312,5,1,7,0,7,7.0,LY,,254.0,,0.0,117.0,24.0
66,70,0036316,5,1,8,0,8,7.0,LY,,272.0,,0.0,119.0,25.0
66,70,0036324,5,1,9,5,4,7.0,LY,,258.0,,0.0,119.0,18.0
66,70,0000363,5,1,7,0,7,7.0,,,,,0.0,118.0,29.0
66,70,0036347,5,1,8,0,8,7.0,YL,,264.0,,0.0,114.0,22.0
66,70,0000362,5,1,3,0,3,7.0,,,,,0.0,120.0,17.0
66,70,0036634,5,1,10,0,10,7.0,LY,,253.0,,0.0,117.0,24.0
66,70,0036674,5,1,9,0,9,7.0,LY,,249.0,,0.0,118.0,26.0
66,70,0036855,2,9,10,4,6,7.0,LY,,1457.0,,0.0,118.0,24.0
66,70,0036855,2,10,5,0,5,7.0,LY,,1608.0,,0.0,117.0,28.0
66,70,0036866,5,1,8,0,8,7.0,LY,,251.0,,0.0,116.0,25.0
66,70,0000382,5,1,8,0,8,7.0,,,,,0.0,118.0,25.0
66,70,0000378,5,1,9,0,9,7.0,,,,,0.0,118.0,31.0
66,70,0000378,5,2,9,0,9,7.0,,,,,0.0,118.0,28.0
66,70,0037334,5,1,8,5,3,7.0,LY,,260.0,,0.0,116.0,25.0
66,70,0037544,2,7,10,0,10,7.0,YL,,1135.0,,0.0,118.0,24.0
66,70,0037544,2,8,10,0,10,7.0,YL,,1282.0,,0.0,118.0,24.0
66,70,0000382,2,8,8,0,8,7.0,,,,,0.0,119.0,35.0
66,70,0000382,2,9,11,3,8,7.0,,,,,0.0,118.0,23.0
66,70,0000382,2,10,10,0,10,7.0,,,,,0.0,119.0,27.0
66,70,0000387,4,3,5,0,5,7.0,,,,,0.0,117.0,26.0
66,70,0000387,4,4,8,0,8,7.0,,,,,0.0,117.0,27.0
66,70,0038328,2,8,7,0,7,7.0,LY,,1374.0,,0.0,119.0,30.0
66,70,0038328,2,9,8,0,8,7.0,LY,,1528.0,,0.0,118.0,31.0
